Company name,Inactive,Quoted,Branch,OwnData,Woco,R/O Full Postcode,Registered number,Primary UK SIC (2007) code,Latest accounts date,Company status,Credit score,Credit score date,Credit score indicator,"Likelihood of failure (%)
%","Credit limit (GBP)
GBP",Previous credit score,Previous credit score date,Previous credit score indicator,Ultimate owner,"Total Assets
m EUR",Return on Shareholders Funds (%),"Operating revenue (Turnover)
m EUR",Return on Capital Employed (%),Return on Total Assets (%),Profit margin (%),Gross margin (%),Berry ratio,EBIT margin (%),EBITDA margin (%),Net Assets Turnover (x),Fixed Assets Turnover (x),Interest Cover (x),Stock Turnover (x),Debtors Turnover (x),Debtor Collection (days),Creditors Payment (days),Current ratio (x),Liquidity ratio (x),Shareholders liquidity ratio (x),Solvency ratio (Asset based) (%),Solvency ratio (Liability based) (%),Gearing (%),"Profit per employee (unit)
EUR","Shareholders Funds per employee
EUR","Cash In(Out)flow Operat. Activ.
m EUR","Cash In(Out)flow Ret. On Invest.
m EUR","Taxation
m EUR","Cash Out(In)flow Investing Activ.
m EUR","Capital Expenditure & Financ. Invest.
m EUR","Acquisition & Disposal
m EUR","Equity Dividends Paid
m EUR","Management of Liquid Resources
m EUR","Cash Out(In)flow from Financing
m EUR","Increase (Decrease) Cash & Equiv.
m EUR",Asset Cover (x),Year,D/N
HAWKESWOOD HOLDING GROUP LIMITED,No,No,No,No,No,B7 5RG,9015775,70100,30/04/2021,Active,36,07/02/2022,Caution,11.2,"181,577",33,30/04/2020,Caution,WAYNE HAWKESWOOD,27,21.48,43,15.68,11.54,7.18,21.31,2,7.84,9.83,2.18,2.22,11.85,19.38,24.34,15,13.95,1.05,0.73,2.7,53.7,,57.87,"53,762",,5,0,-1,,-1,,0,,-1,1,6.29,"2,019",N
RADWELL INTERNATIONAL- EUROPE LIMITED,No,No,No,No,No,ST5 9QZ,7287750,68209,31/12/2020,Active,99,17/06/2021,Secure,0.9,"618,398",92,31/12/2019,Secure,MR BRIAN RADWELL,18,30.26,32,26.09,12.14,7.02,32.87,1,7.01,8.06,3.71,9.17,74.94,4.35,8.81,41.42,19.61,1.52,0.77,6.26,40.12,67,113.1,"11,776","38,921",1,0,0,,0,,,,0,0,21.37,"2,019",N
PERMIRA CREDIT LIMITED,No,No,No,No,No,SW1Y 5ES,5947361,64999,31/12/2020,Active,93,11/08/2021,Secure,0.9,"1,116,000",89,31/12/2019,Secure,PERMIRA HOLDINGS LIMITED,30,54.71,33,54.71,19.48,17.62,,,16.76,19.47,3.1,8.05,,,,,,1.34,1.34,,35.6,55.28,10.61,"121,644","222,337",,,,,,,,,,,,"2,019",N
PERMIRA CREDIT HOLDINGS LIMITED,No,No,No,No,No,SW1Y 5ES,5965981,64205,31/12/2020,Active,93,11/08/2021,Secure,0.9,"1,204,000",93,31/12/2019,Secure,PERMIRA HOLDINGS LIMITED,30,54.24,33,54.24,19.29,17.49,,,17.49,20.2,3.1,8.05,,,2.39,152.68,,1.34,1.34,,35.56,55.19,10.59,"120,719","222,580",8,,-1,,-1,,-3,,,4,,"2,019",N
FORTRESS INVESTMENT GROUP (UK) LTD,No,No,No,No,No,W1J 8AE,3612389,64209,31/12/2020,Active,99,24/05/2021,Secure,0.9,"1,313,000",99,31/12/2019,Secure,SOFTBANK GROUP CORP,50,14,39,13.72,7.18,9.22,,,9.22,10.3,1.49,19.81,,,,,0.81,2.02,2.02,47.85,51.27,,2.09,"67,004",,,,,,,,,,,,,"2,019",N
ST.DAVID'S (GENERAL PARTNER) LIMITED,No,No,No,No,No,SW1E 5JL,4765791,68209,31/03/2021,Active,77,10/01/2022,Stable,2.2,"2,241,000",27,31/12/2019,Caution,1997 BILLOWN SETTLEMENT TRUST,0,,0,8.54,-20.29,,100,0,,,,0.02,,,,,,0.01,0.01,,,,,,,,,,,,,,,,,,"2,019",N
ORBITAL EDUCATION LIMITED,No,No,No,No,No,SK8 7BS,6483814,85310,31/08/2020,Active,99,24/05/2021,Secure,0.9,"1,093,000",99,31/08/2019,Secure,ORBITAL EDUCATION LIMITED,46,30.75,35,26.53,9.92,13,58.69,1,13.12,16.39,2.04,2.37,29.02,,9.5,38.43,4.42,1.08,1.08,6.3,32.25,47.59,27.16,"9,138","29,719",7,0,-1,,-1,,,,-2,3,42.73,"2,019",N
MEDSTROM LTD,No,No,No,No,No,DE74 2SA,5709304,47749,31/12/2020,Active,95,04/10/2021,Secure,0.9,"730,986",95,31/12/2019,Secure,MEDSTROM HOLDINGS LTD,17,9.29,21,5.68,3.52,2.99,33.28,1,7.06,17.74,1.9,2.15,3.57,10.51,5.15,70.86,39.95,1.19,0.9,1.57,37.93,61.11,97.74,"3,111","33,481",,,,,,,,,,,4.91,"2,019",N
SRL TRAFFIC SYSTEMS LIMITED,No,No,No,No,No,CW10 0JG,3466427,27900,30/04/2021,Active,89,10/01/2022,Secure,0.9,"2,391,000",89,30/04/2020,Secure,3I INFRASTRUCTURE PLC,26,39.83,22,34.16,27.78,33.2,77.14,2,34.89,45.82,1.03,1.47,28.37,40.7,4.42,82.54,25.24,2.32,2.21,6.02,69.73,,25.84,"47,059","118,139",8,0,-1,,-6,,-3,,1,0,11.76,"2,019",N
INCUBETA UK LIMITED,No,No,No,No,No,EC1V 9NR,5188612,73110,31/12/2019,Active,85,04/05/2021,Secure,0.9,"493,134",85,31/12/2018,Secure,INTERFACE HOLDINGS (PTY) LTD,30,30.95,37,16.33,10.46,8.49,46.24,1,9.51,15.06,1.92,3.3,9.27,,3.27,111.49,50.11,1.74,1.74,1.12,33.8,51.06,106.14,"28,714","92,763",0,0,-1,0,,,,,0,0,3.3,"2,019",N
AVITAH CAPITAL LLP,No,No,No,No,No,RG1 8LS,OC357913,66190,31/03/2021,Active,81,17/03/2022,Secure,2.2,"716,663",89,31/03/2020,Secure,AVITAH CAPITAL LLP,13,242.89,15,103.11,99.29,85.63,,,85.52,85.75,1.2,83.56,,,,,0.25,26.61,26.61,0.74,40.88,69.15,135.55,"1,640,290",,13,0,,,0,,,,-2,11,1.8,"2,019",N
PEPPER (UK) LIMITED,No,No,No,No,No,UB8 1QQ,6548489,64922,31/12/2020,Active,99,07/06/2021,Secure,0.9,"2,307,000",95,31/12/2019,Secure,PEPPER GLOBAL EU LENDING HOLDCO LIMITED,25,16.54,39,12.79,8.51,5.58,,,5.01,7.34,2.29,7.16,7.29,,11.69,31.22,,2.35,2.35,3.41,51.45,,32.76,"8,176","49,431",-2,,0,-1,,,,,2,-1,,"2,019",N
ORION CAPITAL MANAGERS LLP,No,No,No,No,No,W1G 0PD,OC356966,68310,31/12/2020,Active,99,17/12/2021,Secure,0.9,"979,454",97,31/12/2019,Secure,ORION CAPITAL MANAGERS LLP,27,91.94,35,92.76,62.4,48.25,,,46.33,46.6,1.92,99.77,99.69,,17.67,20.65,0.92,3.02,3.02,,67.87,,0.67,"532,720",,12,0,-1,0,,,,,-10,1,,"2,019",N
PROHIRE LIMITED,No,No,No,No,No,ST4 2ST,1388495,77110,31/03/2021,Active,77,29/12/2021,Stable,2.2,"361,158",92,31/03/2020,Secure,MANAGEMENT BUYOUT TEAM OF PROHIRE GROUP LIMITED,39,8.38,37,4.53,2.25,2.4,15.44,1,4.35,17.24,1.89,1.97,2.22,,12.91,28.28,40.32,1.04,1.04,1.17,26.79,36.59,188.18,"13,945","166,354",,,,,,,,,,,5.87,"2,019",N
HAZLEWOODS LLP,No,No,No,No,No,GL51 0UX,OC311817,69201,30/04/2021,Active,81,19/11/2021,Secure,2.2,"925,729",89,30/04/2020,Secure,,10,,34,,,,,,44.72,45.5,6.45,35.18,1,110.17,3.92,93.07,34.06,1.88,1.81,0.07,3.27,3.38,,,"12,936",16,0,,,0,,,,-16,0,2.06,"2,019",N
C M RESTAURANTS (HOLDINGS) LIMITED,No,No,No,No,No,NG31 7ES,9350734,64209,31/12/2020,Active,89,13/10/2021,Secure,0.9,"139,395",31,31/12/2019,Caution,MR MARTIN CUTHBERT,15,16.61,45,3.16,1.87,0.63,39.85,1,0.97,3.78,4.98,3.77,2.87,228.87,,,8.01,0.53,0.5,0.23,11.28,12.71,542.38,235,"1,416",2,0,0,-2,,,0,,1,0,2.87,"2,019",N
"CENTERBRIDGE PARTNERS, UK LTD",No,No,No,No,No,W1S 3SE,7476923,66300,31/12/2020,Active,97,21/10/2021,Secure,0.9,"1,024,000",86,31/12/2019,Secure,MRS ARONSON H JEFFREY GALLOGLY T MARK,22,270.9,38,122.94,92.15,52.71,,,52.71,53.45,2.33,23.11,,,,,4.07,3.69,3.69,0.83,34.02,51.55,120.6,"1,261,089",,21,,,0,,,,,-21,0,,"2,019",N
"CENTERBRIDGE PARTNERS EUROPE, LLP",No,No,No,No,No,W1S 3BE,OC360501,66190,31/12/2020,Active,99,14/10/2021,Secure,0.9,"1,336,000",34,31/12/2019,Caution,MRS ARONSON H JEFFREY GALLOGLY T MARK,22,396.68,38,121.73,91.58,52.79,,,71.57,72.31,2.31,23.11,,,,,4.07,3.73,3.73,0.44,23.09,30.02,226.24,"1,263,063",,,,,,,,,,,,1.92,"2,019",N
EGGPLANT TOPCO LIMITED,No,No,No,No,No,EC1A 2AY,9536504,64209,31/12/2020,Active,89,04/10/2021,Secure,0.9,"995,418",64,31/12/2019,Stable,KEYSIGHT TECHNOLOGIES WORLD TRADE INC,42,,35,-18.05,-12.22,-14.53,90.07,1,4.36,18.31,1.24,1.23,0.25,,5.86,62.26,7.42,0.97,0.97,-0.53,-76.22,,,"-30,958",,4,-1,-1,-1,,,,,-5,-4,0.74,"2,019",N
BELTON FARM GROUP HOLDINGS LIMITED,No,No,No,No,No,SY13 1JD,8498727,64209,31/12/2020,Active,92,23/06/2021,Secure,0.9,"804,949",92,31/12/2019,Secure,JUSTINE CHARLES BECKETT,32,11.08,37,9.93,6.85,5.85,15.06,2,6.61,9.08,1.7,3.78,8.65,2.35,6.49,56.27,27.66,2.23,0.62,8.56,61.81,,17.46,"20,208","182,307",4,0,0,,-1,,0,,0,2,16.99,"2,019",N
DIGITAL REALTY (UK) LIMITED,No,No,No,No,No,EC2M 5TQ,5813740,64209,31/12/2020,Active,99,17/01/2022,Secure,0.9,"638,301",92,31/12/2019,Secure,"DIGITAL REALTY TRUST,L.P",19,32.27,38,32.27,18.64,9.53,,,9.53,10.41,3.38,65.18,,,26.87,13.58,36.37,2.3,2.3,,57.78,,20.62,"19,449","60,274",,,,,,,,,,,,"2,019",N
EXIGER LIMITED,No,No,No,No,No,E14 4HD,8613726,70229,31/12/2020,Active,77,23/12/2021,Stable,2.2,500,64,31/12/2019,Stable,EXIGER INC,33,,34,147.71,-52.87,-52.23,,,-51.22,-32.49,,2.66,,,5.23,69.86,27.38,0.46,0.46,,-36.46,,,"-71,695",,2,0,,-3,,,,,,-1,340.04,"2,019",N
WELLHOPPED LTD,No,No,No,No,No,WR13 5BB,7157888,46380,30/06/2021,Active,97,21/02/2022,Secure,0.9,"722,670",99,30/06/2020,Secure,EXECUTORS OF ESTATE OF THOMAS HAWKINS WILL TRUST,33,9.19,44,8.54,7.96,6.06,21.63,1,6.31,6.96,1.41,10.79,23.86,2.13,7.68,47.51,8.06,13.09,3.89,13.02,86.64,,8.7,"53,937",,2,0,,,0,,,,0,1,15.8,"2,019",N
DONATANTONIO GROUP LIMITED,No,No,No,No,No,SL6 3UD,6419169,46390,31/01/2021,Active,68,22/10/2021,Stable,2.2,500,81,31/01/2020,Secure,DONATANTONIO GROUP LIMITED,17,11.08,22,2.06,0.56,0.44,19.36,1,1.7,3.6,4.69,3.97,1.33,5.34,3.44,106.15,84.6,0.93,0.6,0.23,5.03,5.3,,"3,303","29,822",2,0,,,-3,,,,2,0,5.27,"2,019",N
ICAP GLOBAL DERIVATIVES LIMITED,No,No,No,No,No,EC2M 3TP,3635229,66190,31/12/2020,Active,97,13/08/2021,Secure,0.9,"953,970",97,31/12/2019,Secure,TP ICAP GROUP PLC,33,11.42,37,11.43,8.68,7.65,,,7.51,,1.49,,,,7.07,51.64,,4.15,4.15,,75.97,,7.99,"316,273",,,,,,,,,,,,,"2,019",N
EJ PARKER TECHNICAL SERVICES HOLDINGS (SCOTLAND) LIMITED,No,No,No,No,No,G71 5PH,SC381518,43210,28/02/2021,Active,60,22/11/2021,Normal,2.2,"14,308",93,28/02/2020,Secure,"ALITER CAPITAL I, LP",21,-25.12,46,-22.74,-3.56,-1.64,13.37,1,-1.35,0.31,13.91,25.16,-4.66,216.46,3.14,116.31,51.8,1.08,1.07,9.57,14.17,16.51,111.88,"-2,208","8,789",,,,,,,,,,,,"2,019",N
JUST MORTGAGES DIRECT LIMITED,No,No,No,No,No,CO3 3LD,2412345,68310,31/12/2020,Active,95,04/11/2021,Secure,0.9,"830,208",99,31/12/2019,Secure,MR PAUL ALICK SMITH,12,38.34,35,33.25,24.74,8.85,,,8.67,9.1,3.76,51.25,,,38.25,9.54,0.06,3.69,3.69,6.53,64.52,,15.31,"13,128","34,242",,,,,,,,,,,,"2,019",N
HRS INVESTMENTS LIMITED,No,No,No,No,No,WD18 8AJ,3737053,46690,31/12/2020,Active,92,04/10/2021,Secure,0.9,"486,643",95,31/12/2019,Secure,MR STEVEN EDWARD PITHER,21,52.89,41,42.82,14.3,7.43,34.03,1,7.79,8.77,5.76,11.27,17.33,5.43,6.4,57,50.72,1.24,0.71,4.25,27.03,37.04,86.2,"13,194","24,945",2,0,,,0,,-1,,-1,1,78.92,"2,019",N
ASSOCIATED SEAFOODS LIMITED,No,No,No,No,No,EH3 8BP,SC361498,46380,31/10/2020,Active,36,09/04/2021,Caution,11.2,"67,889",33,31/10/2019,Caution,PURPLE MOUNTAIN VENTURES INC,15,17.82,38,15.05,4.06,1.6,15.09,1,2.46,4.6,9.43,6.11,2.84,9.46,11.09,32.91,50.11,0.8,0.43,5.44,22.8,29.53,128.75,"3,487","19,567",1,0,0,,0,,,,0,0,30.8,"2,019",N
BRAND FUEL LIMITED,No,No,No,No,No,SE19 3PY,5317566,82990,31/05/2020,Active,92,07/03/2022,Secure,0.9,"578,969",99,31/05/2019,Secure,MR MICHAEL DAVID BALL,12,9.71,28,9.67,4.49,1.92,21.89,1,1.87,2.22,5.02,237.48,,,6.12,59.64,19.64,1.85,1.85,247.86,46.26,86.08,0.4,"9,791","100,869",0,0,0,,0,,,,,0,,"2,019",N
GP BULLHOUND HOLDINGS LIMITED,No,No,No,No,No,SW1Y 6LX,3814857,64205,31/12/2020,Active,99,23/09/2021,Secure,0.9,"1,604,000",97,31/12/2019,Secure,GP BULLHOUND HOLDINGS LIMITED,37,60.69,46,60.65,36.9,29.58,96.99,1,29.53,29.99,2.05,12.47,646.4,,40.86,8.93,5.11,2.3,2.3,,60.79,,0.08,"135,048","222,510",17,0,-2,,-1,,,,-5,8,,"2,019",N
BARKER BRETTELL LLP,No,No,No,No,No,B16 8QQ,OC334393,69102,31/03/2021,Active,95,20/12/2021,Secure,0.9,"799,343",95,31/03/2020,Secure,BARKER BRETTELL LLP,13,,35,,,,,,25.2,25.61,3.79,73.36,1,,3.17,115.28,17.11,3.35,3.35,,,,,,,8,0,,,-4,,,,-3,0,1.4,"2,019",N
SPECTRON SERVICES LIMITED,No,No,No,No,No,EC2M 3TQ,3697505,64999,31/12/2020,Active,95,17/12/2021,Secure,0.9,"405,705",95,31/12/2019,Secure,JRJ INVESTOR 1 LIMITED PARTNERSHIP,40,132.88,37,27.22,8.94,9.51,,,9.93,14.39,2.86,1.26,23.45,,45.04,8.1,,0.38,0.38,0.26,6.73,7.21,795.09,"44,813","33,725",16,0,-1,-6,,,-9,,,0,,"2,019",N
FREUD COMMUNICATIONS LIMITED,No,No,No,No,No,W1T 1AL,2478112,73110,31/12/2020,Active,99,15/10/2021,Secure,0.9,"1,510,000",99,31/12/2019,Secure,MR MATTHEW RUPERT FREUD,55,40.24,38,40.1,21.21,30.71,98.3,1,28.49,30.04,1.31,3.53,,28.97,3.22,113.44,29.49,1.71,1.66,300.98,52.7,,28.22,"55,043","136,797",,,,,,,,,,,,"2,019",N
LINKLATERS CIS,No,No,No,No,No,EC2Y 8HQ,2931438,69102,30/04/2021,Active,90,24/01/2022,Secure,0.9,"752,809",86,30/04/2020,Secure,LINKLATERS LLP,31,,30,2.09,-4.83,-4.9,,,-1.98,-1.33,,118.25,-0.68,,3.63,100.54,10.41,0.3,0.3,,,,,"-14,926",,,,,,,,,,,,,"2,019",N
OLIVE COMMUNICATIONS SOLUTIONS LIMITED,No,No,No,No,No,PO15 7FJ,7748971,61900,31/01/2021,Active,81,08/03/2022,Secure,2.2,"117,089",86,31/01/2020,Secure,SOLO TOPCO LIMITED,20,,33,-9.26,-2.56,-1.52,44.2,1,2.28,7.32,6.08,13.57,0.6,138.47,10.76,33.91,48.06,1.21,1.19,-0.58,-37.5,,,"-4,059",,4,-1,,,0,,,,-1,1,1.79,"2,019",N
VEGNER GROUP LIMITED,No,No,No,No,No,TW9 1BP,5728008,78300,31/03/2020,Active,89,06/11/2020,Secure,0.9,"642,457",92,31/03/2019,Secure,HML GROUP HOLDINGS LIMITED,29,10.95,33,9.72,6.79,6,,,6.18,9.82,1.62,1.35,34.72,,32.38,11.27,16.37,0.54,0.54,7.9,62,,16.09,"3,582","32,702",4,0,0,-3,,,0,,-1,0,36.56,"2,019",N
"YOUNG SAMUEL CHAMBERS (""YSC"") LIMITED",No,No,No,No,No,WC2E 9DA,2402857,70229,30/04/2021,Active,99,20/12/2021,Secure,0.9,"2,339,000",99,30/04/2020,Secure,YUKON TOPCO LIMITED,65,24.52,45,24.52,18.89,27.24,50.69,2,27.22,27.84,0.9,43.58,,,5.71,63.88,13.09,4.28,4.28,,77.03,,1.98,"66,729",,,,,,,,,,,,,"2,019",N
TRIPLE POINT LLP,No,No,No,No,No,EC4N 7AF,OC310549,66190,31/03/2021,Active,60,15/11/2021,Normal,2.2,"2,742,000",92,31/03/2020,Secure,TRIPLE POINT LLP,117,122.21,28,14.03,7.16,30.3,73.91,2,47.49,47.95,0.46,0.31,3.35,,10.02,36.44,24.14,0.49,0.49,0.13,5.86,6.22,771.27,"120,061","98,241",15,-2,-1,,-5,,,,-6,2,24.3,"2,019",N
THORNTONS LAW LLP,No,No,No,No,No,DD1 4BJ,SO300381,69102,31/05/2021,Active,99,04/03/2022,Secure,0.9,"1,520,000",89,31/05/2020,Secure,DUNDEE HERITAGE TRUST,18,148.18,34,74.4,44.38,23.94,,,23.96,24.43,3.11,17.17,54.08,,6.28,58.15,23.29,2.21,2.21,1.01,29.95,42.76,139.24,"20,801","14,038",7,,,,0,,,,-6,1,3.64,"2,019",N
ROBERT W. BAIRD LIMITED,No,No,No,No,No,EC2M 7EB,1745463,64999,31/12/2020,Active,86,22/11/2021,Secure,0.9,"286,861",86,31/12/2019,Secure,BAIRD FINANCIAL GROUP,18,-1.39,41,-1.39,-0.65,-0.28,,,1.54,,4.92,,0.88,,69.24,5.27,,1.89,1.89,,47.18,89.33,110.66,,,,,,,,,,,,,,"2,019",N
NEW STREET CONSULTING GROUP LIMITED,No,No,No,No,No,EC2R 7HJ,7672975,78200,31/12/2020,Active,86,15/09/2021,Secure,0.9,"304,966",73,31/12/2019,Stable,MR DOUGLAS JAMES BAIRD,9,61.42,51,57.6,8.29,1.41,21.72,1,1.52,2.22,40.94,49.24,13.6,,8.86,41.2,19.81,1.03,1.03,15.1,13.51,15.61,86.21,"9,013","14,675",2,0,0,-1,,,0,,,0,,"2,019",N
SMART METERING COMMUNICATIONS BODY LTD,No,No,No,No,No,SE1 0NZ,8455995,70210,31/12/2020,Active,86,06/04/2021,Secure,0.9,"268,010",28,31/12/2019,Caution,,19,2.58,46,2.58,0.06,0.02,,,-0.11,2.27,106.14,211.34,,,5.25,69.5,7.97,1.01,1.01,,2.33,2.39,,145,"5,600",-4,0,0,0,,,,,,-4,,"2,019",N
QUANTIQ GROUP LIMITED,No,No,No,No,No,EC1Y 4UQ,9044567,70100,31/12/2020,Active,95,17/06/2021,Secure,0.9,"510,703",36,31/12/2019,Caution,MR STUART ANDREW FENTON,10,26.48,28,26.48,7.38,2.75,41.62,1,2.8,3.88,9.62,29.41,60.94,,5.69,64.16,17.08,1.26,1.26,,27.86,38.61,109.72,"4,389","16,576",1,,,,-1,,,,0,0,,"2,019",N
GFK RETAIL AND TECHNOLOGY UK LTD,No,No,No,No,No,LS1 5AB,2450463,73200,31/12/2020,Active,38,14/10/2021,Caution,4.2,"106,279",29,31/12/2019,Caution,NÜRNBERG INSTITUT FÜR MARKTENTSCHEIDUNGEN E.V.,24,-35.82,37,-28.54,-16.51,-10.5,34.54,1,-10.94,9.78,2.72,9.2,,,18.74,19.48,4.62,1.97,1.97,3.92,46.08,85.46,62.36,"-23,167","64,672",,,,,,,,,,,9,"2,019",N
HUNTERS & FRANKAU GROUP LIMITED,No,No,No,No,No,SW6 3DU,3794838,46350,31/12/2020,Active,99,02/09/2021,Secure,0.9,"884,150",99,31/12/2019,Secure,HUNTERS & FRANKAU GROUP LIMITED,24,74.5,36,42.24,34.78,23.31,40.51,4,23.27,23.67,1.81,38,593.78,3.44,5.41,67.52,8.16,5.44,2.99,1.31,46.69,87.57,76.39,"180,619",,8,0,-1,,0,,,,-6,0,,"2,019",N
LOGICOR EUROPE LTD,No,No,No,No,No,W1F 7DR,8326708,64204,31/12/2020,Active,95,15/10/2021,Secure,0.9,"820,470",86,31/12/2019,Secure,GOVERNMENT OF CHINA,38,,26,-26.67,-16.96,-25.05,,,-21.57,-12,1.06,1.98,,,3.26,112.07,48.36,1.81,1.81,-0.17,-12.91,,,"-102,051",,,,,,,,,,,,1.31,"2,019",N
HIB (LONDON) HOLDINGS LTD,No,No,No,No,No,EC2Y 5AU,7535356,46900,30/06/2021,Active,97,18/03/2022,Secure,0.9,"878,979",99,30/06/2020,Secure,MR ROBERT IAN GINSBERG,21,52.53,29,48.58,29.42,21.12,47.57,2,21.14,21.99,2.3,6.38,103.9,6.51,6.26,58.28,18.17,1.98,1.44,12.3,56.01,,9.91,"59,510","113,286",5,0,,,0,,-4,,-1,0,21.96,"2,019",N
FASTAWARD LIMITED,No,No,No,No,No,SO50 9DQ,2871135,77320,30/11/2020,Active,99,23/08/2021,Secure,0.9,"603,593",99,30/11/2019,Secure,MR MICHAEL KERR,15,35.25,44,25.07,15.82,5.47,12.67,2,5.51,6.75,4.59,11.82,72.76,,7,52.18,31.2,2.05,2.05,2.46,44.87,81.4,48.04,"15,448","43,819",2,0,-1,,-1,,,,0,0,30.85,"2,019",N
SEVEN ASSET LIMITED,No,No,No,No,No,IP1 1XF,3407135,77110,30/09/2020,Active,92,19/05/2021,Secure,0.9,"768,786",95,30/09/2019,Secure,ROY VICTOR DUNNETT,38,23.25,35,4.11,2.68,2.94,16.36,1,3.17,18.89,1.4,1.18,12.54,26.88,18.39,19.84,38.21,0.65,0.55,0.21,11.54,13.04,602.21,"14,866","63,932",10,0,0,,0,,0,,-8,1,2,"2,019",N
PFF PACKAGING GROUP LIMITED,No,No,No,No,No,BD21 4BZ,5897559,22210,31/07/2020,Active,92,30/03/2021,Secure,0.9,"199,346",89,31/07/2019,Secure,PFF GROUP LIMITED,19,48.97,37,16.33,3.34,1.73,22.98,1,3.34,6.14,9.46,4.75,2.07,13.56,5.23,69.84,55.9,0.74,0.57,0.5,6.81,7.31,372.7,"2,978","6,082",1,-1,0,,-1,,,,0,0,9.49,"2,019",N
STEELSTOCK UK LIMITED,No,No,No,No,No,GU34 2YA,3402140,46720,04/04/2021,Active,99,10/01/2022,Secure,0.9,"707,821",95,04/03/2020,Secure,STEELSTOCK UK LIMITED,26,26.87,37,22.25,11.38,8.1,28.03,1,3.75,5.5,2.75,6.45,19.37,4.18,4.22,86.59,60.91,1.6,0.91,4.81,42.37,73.51,55.74,"20,928","77,899",-3,0,0,,4,,,,-2,-2,15.79,"2,019",N
MANULIFE INVESTMENT MANAGEMENT (EUROPE) LIMITED,No,No,No,No,No,EC2Y 5EA,2831891,66300,31/12/2020,Active,93,29/07/2021,Secure,0.9,"1,098,000",37,31/12/2019,Caution,MANULIFE FINANCIAL CORP,40,-17.21,28,-14.98,-7.84,-11.16,,,-12.68,-11.73,1.34,2.51,,,,,,1.51,1.51,6.72,45.57,83.72,53.02,"-56,565",,4,,,,-4,,,,6,6,,"2,019",N
SCARAB HOLDINGS LIMITED,No,No,No,No,No,TN12 9QD,2086673,32990,30/09/2020,Active,95,18/03/2021,Secure,0.9,"395,106",99,30/09/2019,Secure,CLEMENT FAYAT,21,22.5,40,21.44,13.68,7.3,20.66,2,7.31,8.18,2.94,30.81,655.01,4.28,10.75,33.96,38.84,2.6,1.38,20.21,60.8,,9.13,"12,886","57,278",5,0,,,0,,,,-1,3,,"2,019",N
SAMUEL GRANT (HOLDINGS) LTD,No,No,No,No,No,LS9 0AR,8846803,70100,31/12/2020,Active,92,04/10/2021,Secure,0.9,"502,419",92,31/12/2019,Secure,SAMUEL GRANT (HOLDINGS) LTD,24,11.72,39,10.31,5.41,3.36,23.23,1,3.52,6.09,3.07,4.05,21.89,5.94,5.83,62.6,43.26,1.27,0.7,7.28,46.14,85.67,60.21,"9,266","79,038",3,0,0,,-1,,-1,,0,0,,"2,019",N
LOUIS CAPITAL MARKETS UK LLP,No,No,No,No,No,EC2M 3TP,OC305139,66120,31/12/2020,Active,88,16/08/2021,Secure,0.9,"616,155",92,31/12/2019,Secure,TP ICAP GROUP PLC,20,113.89,45,75.99,32.46,14.57,88.01,1,13.56,14.1,5.22,38.65,,,11.29,32.34,8.36,1.65,1.65,2,28.5,39.86,50.74,"64,261","56,423",8,0,,,0,,-3,,-2,2,11.68,"2,019",N
RESOURCING CAPITAL VENTURES LIMITED,No,No,No,No,No,W1K 3HZ,8785522,70100,31/12/2020,Active,89,29/09/2021,Secure,0.9,"94,127",89,31/12/2019,Secure,PROTEC TRUST MANAGEMENT ANSTALT,10,,46,103.04,16,3.33,47.26,1,3.05,3.4,30.93,137.52,5.95,,6.97,52.34,0.14,1.14,1.14,-0.59,-22.06,,,"8,239",,3,,-1,,0,,,,-1,0,3.28,"2,019",N
LILAC LIMITED,No,No,No,No,No,RH17 7SS,5175238,64209,31/08/2020,Active,97,17/06/2021,Secure,0.9,"693,840",99,31/08/2019,Secure,TRIDENT TRUST COMPANY LIMITED,31,29.45,46,26.79,15.8,10.76,34.03,1,10.63,11.66,2.49,7.41,,9.25,5.72,63.81,70.59,1.95,1.57,10.09,53.65,,9.91,"26,324","89,394",5,0,-1,,-1,,-1,,,2,,"2,019",N
FUSION GLOBAL LIMITED,No,No,No,No,No,TW16 7AH,4478432,62020,31/12/2020,Active,99,21/10/2021,Secure,0.9,"429,381",89,31/12/2019,Secure,MR MARK C LYTTLE,24,-6.68,39,-6.64,-2.4,-1.47,43.88,1,-1.5,-1.18,4.5,7.31,,,3.84,95.06,50.01,1.22,1.22,154.89,35.94,56.1,0.65,"-4,006","59,968",-1,0,0,-3,,,0,,0,-4,,"2,019",N
SPEEDY SUPPORT SERVICES LIMITED,No,No,No,No,No,WA12 0JQ,2479218,77390,31/03/2021,Active,64,20/12/2021,Stable,2.2,500,52,31/03/2020,Normal,SPEEDY HIRE PLC,42,,33,-2.22,4.86,6.27,,,9.08,26.11,,2.88,3.22,,,,25.28,0.23,0.23,,,,,"8,856",,,,,,,,,,,,616.59,"2,019",N
TBH RECRUITMENT LIMITED,No,No,No,No,No,NG1 6DQ,7809767,78200,30/04/2021,Active,77,31/01/2022,Stable,2.2,"87,512",60,30/04/2020,Normal,MR JOHN DOUGLAS ROBINSON,6,,33,-73.52,10.58,1.8,18.38,1,2.16,2.46,,126.49,6.08,,7.92,46.08,1.87,0.83,0.83,,-14.53,,,"8,194",,0,0,,,0,,0,,,-1,,"2,019",N
